tripId,UnixTimeMillis,LatitudeDegrees,LongitudeDegrees,AltitudeMeters
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4xl,1.59305E+12,37.58736865,-122.3307918,-28.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4xl,1.59305E+12,37.58738545,-122.3308426,-28.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4xl,1.59305E+12,37.5873772,-122.3308875,-28.69
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4xl,1.59305E+12,37.58735284,-122.3309121,-28.76
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4xl,1.59305E+12,37.58732811,-122.3309135,-28.65
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4xl,1.59305E+12,37.58732134,-122.3309108,-28.78
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4xl,1.59305E+12,37.58732018,-122.3309106,-28.73
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4xl,1.59305E+12,37.58732034,-122.3309108,-28.77
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4xl,1.59305E+12,37.58732011,-122.3309109,-28.74
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4xl,1.59305E+12,37.58731984,-122.3309109,-28.71
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4xl,1.59305E+12,37.58731984,-122.3309109,-28.69
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4xl,1.59305E+12,37.58731966,-122.330911,-28.67
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4xl,1.59305E+12,37.58731936,-122.3309111,-28.61
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4xl,1.59305E+12,37.58731919,-122.3309113,-28.59
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4xl,1.59305E+12,37.58731916,-122.3309113,-28.56
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240109,-122.3499207,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.524011,-122.3499198,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240116,-122.3499103,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240101,-122.3498895,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.524003,-122.3498599,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5239875,-122.3498234,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5239622,-122.349781,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5239268,-122.349738,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5238839,-122.3496982,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5238369,-122.349669,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5237886,-122.3496485,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5237431,-122.3496289,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5237051,-122.3496043,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5236774,-122.3495805,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5236567,-122.3495605,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5236383,-122.349544,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5236168,-122.3495367,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5235947,-122.3495447,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5235738,-122.3495641,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5235527,-122.3495955,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5235261,-122.3496362,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5234942,-122.3496859,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.523459,-122.3497398,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5234233,-122.3497936,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5233898,-122.349843,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5233634,-122.3498819,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5233473,-122.3499055,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5233399,-122.3499163,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5233307,-122.3499298,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5233136,-122.3499552,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5232897,-122.3499915,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5232654,-122.3500286,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5232429,-122.3500632,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5232228,-122.3500948,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5232049,-122.3501232,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5231891,-122.3501483,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5231745,-122.3501713,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.523161,-122.3501926,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5231482,-122.3502128,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5231345,-122.3502342,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5231162,-122.3502618,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5230918,-122.3502988,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5230597,-122.350346,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.523021,-122.3504024,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.522979,-122.3504635,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5229399,-122.3505211,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5229096,-122.3505662,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5228916,-122.3505935,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5228788,-122.3506142,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5228657,-122.3506414,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5228593,-122.3506778,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5228654,-122.3507157,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5228854,-122.3507542,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5229186,-122.3507985,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5229646,-122.350853,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5230239,-122.350919,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5230958,-122.3509961,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.523177,-122.3510835,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.523262,-122.3511741,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5233509,-122.3512682,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5234437,-122.3513666,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5235403,-122.351469,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5236385,-122.3515738,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.523738,-122.3516788,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5238377,-122.3517833,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5239374,-122.351888,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240369,-122.3519928,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5241365,-122.3520982,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5242357,-122.352204,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5243322,-122.3523058,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5244173,-122.3523951,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5244874,-122.3524697,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5245415,-122.3525278,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5245802,-122.3525688,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5246052,-122.3525957,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5246188,-122.3526102,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5246302,-122.3526227,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5246467,-122.3526443,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5246629,-122.3526802,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5246686,-122.3527255,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5246569,-122.3527722,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5246313,-122.3528173,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5245986,-122.3528666,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5245583,-122.3529246,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5245122,-122.3529911,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5244587,-122.3530655,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.524396,-122.3531443,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5243273,-122.3532262,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5242546,-122.3533131,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5241789,-122.3534029,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5241003,-122.3534928,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5240184,-122.3535767,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5239323,-122.3536526,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5238399,-122.3537202,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5237419,-122.3537769,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.52364,-122.3538268,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5235343,-122.3538774,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5234328,-122.353937,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5233433,-122.3540166,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5232697,-122.3541167,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5232155,-122.354231,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.523182,-122.3543548,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5231688,-122.3544867,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5231774,-122.3546239,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5232068,-122.3547616,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5232516,-122.3549041,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5233119,-122.3550492,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5233887,-122.3551968,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5234821,-122.3553486,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5235914,-122.3555038,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5237122,-122.3556659,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5238407,-122.3558377,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5239771,-122.3560183,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5241244,-122.356204,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5242822,-122.3563941,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5244499,-122.3565863,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5246249,-122.3567787,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5248082,-122.3569664,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5249989,-122.3571504,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5251969,-122.3573371,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.525403,-122.3575328,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5256109,-122.3577334,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.525819,-122.3579345,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5260283,-122.3581316,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5262413,-122.3583209,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5264602,-122.3585025,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.526687,-122.3586754,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5269222,-122.3588377,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5271653,-122.358988,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5274152,-122.3591264,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5276701,-122.3592534,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5279289,-122.3593681,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5281886,-122.3594772,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5284486,-122.3595833,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5287074,-122.3596898,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5289639,-122.3597982,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5292183,-122.3599081,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5294712,-122.3600158,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5297225,-122.3601213,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5299719,-122.3602262,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5302195,-122.360332,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5304661,-122.3604384,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5307119,-122.360545,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5309575,-122.3606514,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5312028,-122.3607577,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5314482,-122.3608614,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5316933,-122.3609645,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5319382,-122.361068,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5321829,-122.3611724,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5324268,-122.3612774,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5326708,-122.3613828,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5329147,-122.3614878,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5331585,-122.3615925,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5334017,-122.3616965,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.533644,-122.3618007,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.533885,-122.3619069,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5341254,-122.3620116,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5343651,-122.3621148,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5346023,-122.3622199,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5348354,-122.3623275,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5350625,-122.3624357,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5352848,-122.3625432,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5355022,-122.362653,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5357153,-122.3627674,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5359269,-122.3628848,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5361376,-122.363005,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5363484,-122.3631257,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5365582,-122.3632492,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5367656,-122.3633709,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5369679,-122.3634904,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5371665,-122.363609,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5373636,-122.3637266,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.537562,-122.3638444,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5377629,-122.3639643,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5379668,-122.3640862,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5381734,-122.3642101,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.538383,-122.3643357,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5385952,-122.364463,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5388101,-122.3645912,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5390274,-122.3647208,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5392472,-122.3648514,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5394688,-122.3649838,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5396925,-122.3651182,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5399181,-122.3652543,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5401457,-122.3653903,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5403746,-122.3655282,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5406048,-122.3656675,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5408364,-122.3658083,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5410681,-122.3659545,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5412986,-122.3661062,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5415272,-122.3662634,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5417541,-122.3664267,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5419792,-122.3665962,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5422027,-122.3667716,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5424233,-122.3669508,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5426418,-122.3671358,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5428593,-122.3673263,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5430757,-122.3675225,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5432893,-122.3677235,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.543499,-122.3679277,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5437054,-122.3681351,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5439081,-122.3683426,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5441075,-122.3685489,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5443045,-122.3687531,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5445007,-122.3689564,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5446954,-122.3691575,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5448884,-122.3693553,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5450783,-122.3695509,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5452683,-122.3697401,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.54546,-122.3699201,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5456523,-122.3700919,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5458443,-122.3702572,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5460334,-122.3704196,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5462191,-122.3705789,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5464017,-122.3707347,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5465816,-122.3708878,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5467582,-122.3710413,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5469324,-122.3711931,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5470987,-122.3713374,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5472495,-122.3714682,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5473819,-122.3715821,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5474929,-122.3716762,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5475803,-122.3717505,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5476389,-122.3718014,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5476699,-122.3718286,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5476799,-122.3718372,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.547685,-122.371842,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5477005,-122.3718596,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.547722,-122.3719038,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5477228,-122.3719674,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5476934,-122.3720344,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5476448,-122.372106,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5475844,-122.3721945,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5475153,-122.3722966,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5474445,-122.3724022,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.547375,-122.372505,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5473072,-122.3726038,0
2021-07-14-20-50-us-ca-mtv-e/pixel4,1.6263E+12,37.5472467,-122.3726929,0
